[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 10 pavan 20
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 11 nivas 10
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 12 sridevi 40
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 13 ravi 52
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 14 sujatha 70
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 15 satya 80
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 10 pavan 20
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 11 nivas 10
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 12 sridevi 40
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 13 ravi 52
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 14 sujatha 70
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 15 satya 80
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 10 pavan 20
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 11 nivas 10
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 12 sridevi 40
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 13 ravi 52
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 14 sujatha 70
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 15 satya 80
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 10 pavan 20
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 11 nivas 10
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 12 sridevi 40
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 13 ravi 52
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 14 sujatha 70
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 15 satya 80
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 10 pavan 20
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 11 nivas 10
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 12 sridevi 40
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 13 ravi 52
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 14 sujatha 70
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 15 satya 80
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 10 pavan 20
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 11 nivas 10
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 12 sridevi 40
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 13 ravi 52
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 14 sujatha 70
[main] INFO  com.increff.employee.EmployeeJdbcApi  - 15 satya 80
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] WARN  com.increff.employee.EmployeeJdbcApi  - selecting employee
[main] DEBUG org.jboss.logging  - Logging Provider: org.jboss.logging.Log4jLoggerProvider
[main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl  - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl  - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl  - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[main] INFO  org.hibernate.Version  - HHH000412: Hibernate Core {5.4.0.Final}
[main] INFO  org.hibernate.cfg.Environment  - HHH000206: hibernate.properties not found
[main] DEBUG org.hibernate.boot.jaxb.internal.stax.LocalXmlResourceResolver  - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD 3.0//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[main] DEBUG org.hibernate.boot.jaxb.internal.stax.LocalXmlResourceResolver  - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[main] DEBUG org.hibernate.boot.cfgxml.internal.JaxbCfgProcessor  - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl  - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl  - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl  - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[main] DEBUG org.hibernate.service.spi.ServiceBinding  - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[main] DEBUG org.hibernate.cfg.Configuration  - Building session factory using provided StandardServiceRegistry
[main] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator  - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[main] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator  - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[main] INFO  org.hibernate.annotations.common.Version  - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration boolean -> org.hibernate.type.BooleanType@74455848
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration boolean -> org.hibernate.type.BooleanType@74455848
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@74455848
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@3738449f
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration true_false -> org.hibernate.type.TrueFalseType@c333c60
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration yes_no -> org.hibernate.type.YesNoType@67080771
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration byte -> org.hibernate.type.ByteType@53976f5c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration byte -> org.hibernate.type.ByteType@53976f5c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@53976f5c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration character -> org.hibernate.type.CharacterType@be35cd9
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration char -> org.hibernate.type.CharacterType@be35cd9
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@be35cd9
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration short -> org.hibernate.type.ShortType@732c2a62
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration short -> org.hibernate.type.ShortType@732c2a62
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@732c2a62
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration integer -> org.hibernate.type.IntegerType@51dcb805
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration int -> org.hibernate.type.IntegerType@51dcb805
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@51dcb805
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration long -> org.hibernate.type.LongType@b62d79
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration long -> org.hibernate.type.LongType@b62d79
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Long -> org.hibernate.type.LongType@b62d79
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration float -> org.hibernate.type.FloatType@4e096385
